Movie Title,Year,Length (min),Av. Rating (0-5)
Cinderella Man,2005,117,3.3925
Coach Carter,2005,111,2.3207
Constantine,2005,97,4.1431
Conversations with Other Women,2005,98,4.1298
Corpse Bride,2005,99,2.3083
Cursed,2005,115,2.5923
Dark Water,2005,106,2.862
Dear Wendy,2005,102,2.9807
Derailed,2005,88,4.1726
Deuce Bigalow: European Gigolo,2005,103,3.6201
Die Frauen von Ravensbrück,2005,110,4.2648
Dominion: Prequel to the Exorcist,2005,100,2.2098
Domino,2005,90,4.1702
Doom,2005,101,4.5002
Down in the Valley,2005,93,1.8256
Dreamer: Inspired by a True Story,2005,92,4.2563
Duma,2005,115,4.5844
Edmond,2005,100,4.0338
Elektra,2005,114,3.1258
Elizabethtown,2005,113,1.8476
Elsa & Fred,2005,112,4.3616
Enron: The Smartest Guys in the Room,2005,114,1.8381
Everything Is Illuminated,2005,95,2.9427
Evil Aliens,2005,111,4.0951
Family Guy Presents Stewie Griffin: The Untold Story,2005,115,3.6456
Fantastic Four,2005,104,4.3322
Feast,2005,107,3.4576
Fever Pitch,2005,95,2.9134
Flightplan,2005,102,2.4713
Four Brothers,2005,109,3.6908
Fuck,2005,98,1.7241
Fun with Dick and Jane,2005,94,2.132
Game 6,2005,91,3.7703
Garam Masala,2005,115,2.1403
George Carlin: Life Is Worth Losing,2005,103,2.1543
Ghost in the Shell: Stand Alone Complex - The Laughing Man,2005,92,2.9858
Go Figure,2005,101,1.7746
Grizzly Man,2005,92,2.1138
Guess Who,2005,98,2.2652
Guy X,2005,95,4.3267
Happy Endings,2005,114,4.3833
Hard Candy,2005,111,4.5314
Harry Potter and the Goblet of Fire,2005,94,1.87
Havoc,2005,99,3.8041
Hazard,2005,114,2.0278
Herbie: Fully Loaded,2005,111,2.4522
Hide and Seek,2005,114,4.0312
Hitch,2005,105,3.109
Hoodwinked!,2005,111,3.9419
Hostage,2005,92,3.2714
Hostel,2005,91,2.4664
House of Wax,2005,90,2.451
Hustle & Flow,2005,114,2.2235
I Am a Sex Addict,2005,105,3.222
Ice Princess,2005,95,3.1806
Imagine Me & You,2005,110,2.1048
In Her Shoes,2005,98,3.187
Into the Blue,2005,115,3.3663
Jack-Jack Attack,2005,104,1.6934
Jarhead,2005,109,1.6245
Junebug,2005,110,4.5058
Just Friends,2005,105,3.3636
Just Like Heaven,2005,109,4.5488
Kicking & Screaming,2005,117,2.0142
King Kong,2005,106,3.4109
Kingdom of Heaven,2005,102,2.9156
King's Ransom,2005,96,2.9945
Kinky Boots,2005,112,3.9505
Kiss Kiss Bang Bang,2005,101,3.0861
Land of the Dead,2005,106,1.6686
Last Days,2005,93,2.3803
London,2005,107,2.4331
Looking for Comedy in the Muslim World,2005,97,2.0466
Lord of War,2005,116,4.5483
Lords of Dogtown,2005,107,3.8387
Mad Hot Ballroom,2005,102,3.3864
Madagascar,2005,98,2.584
Man of the House,2005,96,3.2164
Manderlay,2005,112,2.6193
Match Point,2005,111,1.7846
Me and You and Everyone We Know,2005,93,4.4611
Memoirs of a Geisha,2005,108,3.1777
Metal: A Headbanger's Journey,2005,110,2.3363
MirrorMask,2005,89,3.8115
Miss Congeniality 2: Armed and Fabulous,2005,105,2.6656
Monster-in-Law,2005,106,2.4001
Mozart and the Whale,2005,92,3.9432
Mr. & Mrs. Smith,2005,89,4.0997
Mrs. Henderson Presents,2005,111,2.6419
Munich,2005,96,1.7859
Murderball,2005,110,2.8315
Must Love Dogs,2005,116,2.1357
Nanny McPhee,2005,116,3.5066
No Direction Home: Bob Dylan,2005,104,3.6701
North Country,2005,102,2.1552
Oliver Twist,2005,88,2.7084
On a Clear Day,2005,97,4.5228
One Man Band,2005,113,3.6338
Paradise Now,2005,114,2.1182
Pretty Persuasion,2005,115,2.2754
Pride & Prejudice,2005,107,3.0056
Prime,2005,105,4.3204
Proof,2005,100,3.0751
Pusher III: I'm the Angel of Death,2005,112,2.5017
Racing Stripes,2005,110,1.8381
Rebound,2005,114,3.3496
Red Eye,2005,104,2.2189
Reefer Madness: The Movie Musical,2005,117,3.3919
Rent,2005,105,3.4341
Revolver,2005,114,3.3515
Rize,2005,112,2.0427
Robots,2005,90,3.9634
Rock School,2005,96,4.0277
Roll Bounce,2005,89,2.4637
Rumor Has It...,2005,103,2.4807
Sahara,2005,99,1.9455
Sarah Silverman: Jesus Is Magic,2005,93,3.3061
Saw II,2005,92,3.4728
Serenity,2005,116,2.4984
Shakespeare Behind Bars,2005,88,2.3905
Shopgirl,2005,95,3.8825
Sin City,2005,88,1.8292
Sky High,2005,113,3.3489
Son of the Mask,2005,100,3.3002
Star Wars: Episode III - Revenge of the Sith,2005,88,4.0505
State Property 2,2005,112,4.0216
Stay,2005,97,4.244
Stealth,2005,98,3.2179
Stoned,2005,105,2.6797
Strangers with Candy,2005,111,3.4585
Stuart Little 3: Call of the Wild,2005,91,3.2149
Syriana,2005,93,1.7277
The Chumscrubber,2005,108,4.5833
The Eye: Infinity,2005,93,4.2867
The Great Raid,2005,92,2.8931
The Madagascar Penguins in a Christmas Caper,2005,90,1.9362
Thumbsucker,2005,90,4.1023
Tideland,2005,101,2.4299
Transamerica,2005,101,4.2663
Transporter 2,2005,90,4.2466
Tristram Shandy: A Cock and Bull Story,2005,108,4.0375
Tsotsi,2005,107,2.461
Two for the Money,2005,109,2.5019
Tyler Perry's Diary of a Mad Black Woman,2005,91,4.3874
Unknown White Male,2005,100,3.9958
Valiant,2005,105,3.3858
Waiting...,2005,89,3.3869
Walk the Line,2005,101,3.0854
Walking with Monsters,2005,104,3.5309
Wallace & Gromit in The Curse of the Were-Rabbit,2005,96,3.8191
Wal-Mart: The High Cost of Low Price,2005,114,1.7935
War of the Worlds,2005,106,2.2147
War of the Worlds,2005,108,3.6753
Water,2005,103,1.7606
Wedding Crashers,2005,102,2.626
Welcome to Dongmakgol,2005,95,2.9901
White Noise,2005,106,2.997
Why We Fight,2005,114,3.6256
Winter Passing,2005,93,4.3629
Wolf Creek,2005,105,2.6639
xXx: State of the Union,2005,105,1.754
Zathura,2005,101,4.1063
10 Items or Less,2006,88,2.5404
10th & Wolf,2006,101,3.8074
16 Blocks,2006,94,2.8143
Accepted,2006,101,3.9791
Akeelah and the Bee,2006,106,3.6942
All the Boys Love Mandy Lane,2006,102,3.5849
All the King's Men,2006,104,1.8529
Altered,2006,96,4.0151
Amazing Grace,2006,90,2.9389
American Dreamz,2006,111,3.3104
American Hardcore,2006,109,1.9575
Annapolis,2006,117,2.6845
Another Gay Movie,2006,116,4.4001
Apocalypto,2006,102,2.1622
Aquamarine,2006,97,2.312
Are You Scared?,2006,107,4.2648
Art School Confidential,2006,92,2.0117
As You Like It,2006,95,2.4125
Ask the Dust,2006,105,4.1376
Away from Her,2006,101,4.5633
Babel,2006,96,2.1057
Bandidas,2006,111,2.5682
Basic Instinct 2,2006,98,2.2378
Beer League,2006,99,2.539
Beerfest,2006,107,2.6288
Behind Enemy Lines II: Axis of Evil,2006,109,2.4542
Behind the Mask: The Rise of Leslie Vernon,2006,101,3.0375
Bella,2006,98,3.2892
Big Momma's House 2,2006,117,2.1774
Black Christmas,2006,89,3.6035
Black Sheep,2006,108,2.0223
Black Snake Moan,2006,118,3.5569
Blood Diamond,2006,118,3.1138
Bobby,2006,117,3.7968
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,109,2.8026
Bring It On: All or Nothing,2006,100,2.6694
Candy,2006,112,2.6935
Cars,2006,91,4.445
Cashback,2006,106,2.8329
Casino Royale,2006,100,3.6063
Catch a Fire,2006,88,2.4664
Catch and Release,2006,98,2.3565
Charlotte's Web,2006,102,3.541
Children of Men,2006,117,2.6619
Clerks II,2006,94,2.8814
Click,2006,102,3.932
Cocaine Cowboys,2006,108,2.1307
Crank,2006,102,4.3506
Curious George,2006,107,2.8145
Darkon,2006,116,3.1527
Date Movie,2006,98,4.3613
Death of a President,2006,101,3.1332
Deliver Us from Evil,2006,98,3.3953
DOA: Dead or Alive,2006,89,4.256
Dreamgirls,2006,114,4.0161
Earthlings,2006,98,3.2202
Eight Below,2006,105,2.4
Electroma,2006,95,3.8699
Employee of the Month,2006,92,3.7967
Eragon,2006,107,3.5512
Factory Girl,2006,97,4.5623
Failure to Launch,2006,106,1.7223
Fast Food Nation,2006,93,1.7941
Fay Grim,2006,97,3.018
Fido,2006,116,3.0027
Final Destination 3,2006,100,1.6961
Find Me Guilty,2006,113,2.3358
Firewall,2006,96,3.7733
First Snow,2006,116,3.854
Flags of Our Fathers,2006,117,1.6624
Flushed Away,2006,105,3.6144
Flyboys,2006,92,4.364
For Your Consideration,2006,88,4.0307
Freedomland,2006,102,3.4988
Friends with Money,2006,101,3.9589
Fur: An Imaginary Portrait of Diane Arbus,2006,100,2.6725
Garfield: A Tail of Two Kitties,2006,97,1.7077
Ghost in the Shell: Solid State Society,2006,102,2.0646
Glory Road,2006,101,2.4777
Golmaal,2006,102,4.4392
Grandma's Boy,2006,95,1.9779
Gridiron Gang,2006,109,2.8936
Half Nelson,2006,89,2.4556
Happy Feet,2006,118,3.9764
Harsh Times,2006,89,2.1758
Hatchet,2006,89,3.9717
High School Musical,2006,105,2.1497
Hollywoodland,2006,102,2.0206
Hood of Horror,2006,100,3.2344
Ice Age 2: The Meltdown,2006,112,2.8106
Idiocracy,2006,96,3.0593
Idlewild,2006,115,2.9137
Infamous,2006,112,3.0904
Inland Empire,2006,107,4.4918
Inside Man,2006,89,1.7087
Invincible,2006,98,3.3773
It's a Boy Girl Thing,2006,93,2.5884
Jackass Number Two,2006,100,3.2275
Jesus Camp,2006,114,4.4627
Joe Rogan: Live,2006,95,3.7911
John Tucker Must Die,2006,108,3.1024
Jonestown: The Life and Death of Peoples Temple,2006,91,2.3525
Just My Luck,2006,104,4.0285
Kiss me Kismet,2006,98,3.7081
Lady in the Water,2006,105,3.2872
Last Holiday,2006,110,2.8251
Let's Go to Prison,2006,106,1.7159
Letters from Iwo Jima,2006,96,3.2424
Lifted,2006,106,4.4448
Little Children,2006,117,2.7564
Little Man,2006,104,2.4715
Little Miss Sunshine,2006,108,3.4449
Love and Other Disasters,2006,116,1.7513
Lucky Number Slevin,2006,92,1.8381
Man of the Year,2006,98,4.582
Manufactured Landscapes,2006,95,4.1891
Marie Antoinette,2006,107,3.1229
Material Girls,2006,105,4.3293
Miami Vice,2006,109,4.246
Mini's First Time,2006,117,3.7659
Miss Potter,2006,111,4.0625
Mission: Impossible III,2006,91,2.0326
Monster House,2006,94,3.204
My Love,2006,105,2.4968
My Super Ex-Girlfriend,2006,106,4.076
Nacho Libre,2006,95,4.1315
Night at the Museum,2006,108,1.9028
Nina's Heavenly Delights,2006,92,3.041
Notes on a Scandal,2006,103,3.3281
Once,2006,104,2.5134
Open Season,2006,108,3.366
Open Water 2: Adrift,2006,100,2.9106
Outsourced,2006,118,4.256
Over the Hedge,2006,90,2.6623
Peaceful Warrior,2006,117,3.7771
Penelope,2006,117,2.0234
Perfume: The Story of a Murderer,2006,103,3.3914
Phir Hera Pheri,2006,113,2.9444
Pirates of the Caribbean: Dead Man's Chest,2006,110,1.8276
Planet Earth,2006,115,4.0943
Poseidon,2006,101,3.0218
Pulse,2006,113,4.0173
Renaissance,2006,92,2.4937
Requiem,2006,104,2.8992
Rescue Dawn,2006,103,3.8093
Rocky Balboa,2006,104,3.4397
Running Scared,2006,114,2.2014
Running With Scissors,2006,98,2.5288
RV,2006,100,4.1972
Saw III,2006,108,2.9829
Scary Movie 4,2006,100,4.269
School for Scoundrels,2006,113,3.3018
Scoop,2006,102,4.2826
Severance,2006,93,4.4807
Sharkwater,2006,103,3.2304
SherryBaby,2006,111,3.3535
She's the Man,2006,105,3.7351
Shortbus,2006,111,2.6705
Shut Up & Sing,2006,117,1.7184
Silent Hill,2006,95,2.1373
Slither,2006,97,3.9039
Smokin' Aces,2006,93,1.7739
Snakes on a Plane,2006,111,3.2361
Something New,2006,89,1.9398
Southland Tales,2006,88,1.9764
Special,2006,113,2.7487
Starter for 10,2006,90,3.1968
Stay Alive,2006,111,2.6262
Step Up,2006,113,2.495
Stick It,2006,92,1.798
Stranger than Fiction,2006,100,3.0191
Superman Returns,2006,107,4.1448
Sweeney Todd,2006,112,4.6251
Take the Lead,2006,96,2.8331
Talladega Nights: The Ballad of Ricky Bobby,2006,118,1.7697
Tenacious D in The Pick of Destiny,2006,94,3.4365
Thank You for Smoking,2006,108,2.3141
The Amazing Screw-On Head,2006,116,2.261
The Fox and the Hound 2,2006,115,2.921
The Island,2006,92,3.7515
The Lost Room,2006,99,2.205
The Queen,2006,90,3.5799
This Film Is Not Yet Rated,2006,88,2.0093
This Is England,2006,111,2.3125
Those Happy Days,2006,90,1.8226
Tom and Jerry: Shiver Me Whiskers,2006,90,3.6731
Tristan & Isolde,2006,109,2.6485
Ultimate Avengers,2006,90,3.072
Ultimate Avengers 2,2006,107,3.9461
Ultraviolet,2006,117,1.9685
Underworld: Evolution,2006,106,1.8314
Undisputed II: Last Man Standing,2006,116,2.1976
United 93,2006,94,4.4553
Unknown,2006,92,3.878
V for Vendetta,2006,110,4.4481
Venus,2006,100,2.7142
Volver,2006,92,1.7214
We Are Marshall,2006,107,4.0132
When a Stranger Calls,2006,114,3.1381
When the Levees Broke: A Requiem in Four Acts,2006,97,2.051
Who Killed the Electric Car?,2006,114,2.8373
Wordplay,2006,105,2.1869
World Trade Center,2006,102,2.4525
Wristcutters: A Love Story,2006,96,2.2806
X-Men: The Last Stand,2006,109,3.5504
Zoom,2006,112,3.0635
[REC],2007,94,3.7706
2 Days in Paris,2007,96,3.1178
28 Weeks Later,2007,117,3.3044
3:10 to Yuma,2007,112,4.4561
30 Days of Night,2007,106,2.7406
99 francs,2007,89,3.8979
Across the Universe,2007,110,1.6885
Afro Samurai,2007,104,1.8219
Alpha Dog,2007,110,2.3127
Alvin and the Chipmunks,2007,93,2.1763
American Drug War: The Last White Hope,2007,100,2.4286
American Gangster,2007,99,2.2122
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,109,2.5118
Are We Done Yet?,2007,106,3.7
Atonement,2007,107,3.928
August Rush,2007,95,3.0431
AVPR: Aliens vs. Predator - Requiem,2007,91,2.2219
Awake,2007,117,3.3835
Babylon 5: The Lost Tales - Voices in the Dark,2007,101,3.8246
Balls of Fury,2007,91,1.7008
Battle for Haditha,2007,118,3.5778
Battle in Seattle,2007,101,3.7169
Battlestar Galactica: Razor,2007,111,3.5238
Because I Said So,2007,90,3.1336
Becoming Jane,2007,108,3.4954
Bee Movie,2007,92,4.098
Before the Devil Knows You're Dead,2007,95,3.3175
Ben X,2007,113,3.0562
Beowulf,2007,109,3.0469
Big Stan,2007,99,3.6124
Blades of Glory,2007,104,2.1502
Blood and Chocolate,2007,104,3.664
Boy A,2007,107,3.8669
Breach,2007,103,2.1463
Breakfast with Scot,2007,102,2.4542
Bridge to Terabithia,2007,106,3.3129
Bring It On: In It To Win It,2007,90,2.6497
Bug,2007,103,4.583
Cassandra's Dream,2007,90,3.4447
Chaos Theory,2007,89,2.8273
Charlie Bartlett,2007,104,3.971
Charlie Wilson's War,2007,117,3.6349
Control,2007,92,3.7107
Daddy Day Camp,2007,97,1.8061
Dan in Real Life,2007,92,2.9778
Dead Silence,2007,105,2.582
Death at a Funeral,2007,107,4.5758
Death Note Rewrite: Genshisuru Kami,2007,101,1.6996
Death Proof,2007,95,1.7112
Death Sentence,2007,113,3.7333
December Boys,2007,111,4.4656
Dedication,2007,104,2.7376
Descent,2007,111,2.289
Diary of the Dead,2007,93,3.6169
Disturbia,2007,111,4.6173
Doctor Who: The Runaway Bride,2007,97,2.7842
Doctor Who: Voyage Of The Damned,2007,102,3.573
Earth,2007,89,2.0717
Eastern Promises,2007,110,3.3164
Eichmann,2007,90,1.9341
Elections Day,2007,108,1.8809
Elizabeth: The Golden Age,2007,96,1.9051
Empties,2007,116,2.3455
Enchanted,2007,93,4.24
Epic Movie,2007,106,3.852
Evan Almighty,2007,111,4.632
Ex Drummer,2007,97,2.0211
Exte: Hair Extensions,2007,115,1.8803
Family Guy Presents: Blue Harvest,2007,89,1.944
Fantastic Four: Rise of the Silver Surfer,2007,102,3.1155
For the Bible Tells Me So,2007,101,2.2286
Fracture,2007,112,4.1945
Freedom Writers,2007,113,2.5103
Frontière(s,2007,96,3.2373
Funny Games U.S.,2007,98,2.8697
Futurama: Bender's Big Score,2007,91,2.7227
Gabriel Iglesias: Hot and Fluffy,2007,89,2.7812
Garage,2007,117,3.8928
Genius Party,2007,98,2.039
Ghost Rider,2007,108,4.1639
Gone Baby Gone,2007,93,4.6153
Good Copy Bad Copy,2007,108,2.0561
Good Luck Chuck,2007,113,1.734
Grindhouse,2007,89,2.676
Hairspray,2007,118,3.7539
Halloween,2007,110,2.12
Hannibal Rising,2007,112,2.5507
Harry Potter and the Order of the Phoenix,2007,102,2.4732
Heima,2007,103,4.2363
Helvetica,2007,106,2.4567
High School Musical 2,2007,105,3.2003
Highlander: The Search for Vengeance,2007,96,1.7893
Hitman,2007,118,2.3097
Hostel: Part II,2007,92,2.9991
Hot Fuzz,2007,104,2.5066
Hot Rod,2007,104,3.8884
I Am Legend,2007,117,2.691
I Can't Think Straight,2007,105,4.3031
I Know Who Killed Me,2007,91,1.9436
I Now Pronounce You Chuck and Larry,2007,104,2.9315
I Think I Love My Wife,2007,112,3.6938
I'm Not There,2007,118,3.4041
In the Land of Women,2007,95,3.061
In the Valley of Elah,2007,104,3.0212
Interview,2007,89,1.8689
Into the Wild,2007,108,2.7592
Itty Bitty Titty Committee,2007,107,4.4977
Jackass 2.5,2007,89,3.5044
Jump In!,2007,91,4.5043
Juno,2007,95,4.4083
Kickin It Old Skool,2007,97,2.239
King of California,2007,104,2.054
Knocked Up,2007,113,2.2874
Lars and the Real Girl,2007,91,3.2017
License to Wed,2007,112,2.7957
Lions For Lambs,2007,92,3.8343
Live Free or Die Hard,2007,103,1.7186
Louis C.K.: Shameless,2007,93,4.3191
Lucky You,2007,92,3.0569
Margot at the Wedding,2007,99,3.6613
Meet the Robinsons,2007,91,2.0187
Michael Clayton,2007,97,3.6541
Mongol,2007,91,3.1507
Mr. Bean's Holiday,2007,91,1.8503
Mr. Brooks,2007,106,3.8311
Mr. Woodcock,2007,96,2.305
Music and Lyrics,2007,109,2.9476
My Blueberry Nights,2007,103,2.539
My Kid Could Paint That,2007,92,1.8356
My Name Is Bruce,2007,102,2.6565
Nancy Drew,2007,116,4.5102
National Lampoon's Bag Boy,2007,100,4.269
National Treasure: Book of Secrets,2007,108,3.4966
Next,2007,98,4.1159
No Country for Old Men,2007,94,3.5483
No End in Sight,2007,106,3.3222
No Reservations,2007,97,3.0576
Norbit,2007,111,3.3593
Northanger Abbey,2007,110,4.1396
Ocean's Thirteen,2007,118,3.9048
P.S. I Love You,2007,96,4.5382
Paranoid Park,2007,115,2.9774
Persepolis,2007,112,2.8273
Persuasion,2007,102,2.2494
Pirates of the Caribbean: At World's End,2007,112,1.9012
Planet Terror,2007,98,2.5099
Premonition,2007,109,3.8666
Pride,2007,105,3.7465
Primeval,2007,103,4.4895
Ratatouille,2007,90,3.1679
Reign Over Me,2007,118,2.4024
Reno 911!: Miami,2007,109,3.5667
Resident Evil: Extinction,2007,91,2.3562
Ricky Gervais Live 3: Fame,2007,99,4.4682
Rise of the Footsoldier,2007,109,3.1839
Rocket Science,2007,98,2.2705
Rogue,2007,89,2.3113
Run Fatboy Run,2007,117,2.6466
Rush Hour 3,2007,101,3.4373
Saw IV,2007,103,2.4576
Shake Hands with the Devil,2007,117,3.2552
Shanghai Kiss,2007,115,3.4867
Shelter,2007,117,3.8897
Shoot 'Em Up,2007,109,3.3475
Shooter,2007,102,1.9066
Shotgun Stories,2007,116,3.2781
Shrek the Halls,2007,110,2.0945
Shrek the Third,2007,99,1.9653
Shrooms,2007,105,2.2138
Sicko,2007,89,2.4899
Sleuth,2007,95,4.3601
Snow Angels,2007,113,3.7599
Son of Rambow,2007,112,4.0468
Spider-Man 3,2007,95,1.6895
Spiral,2007,94,2.7668
St. Trinian's,2007,109,2.137
Stardust,2007,106,2.6395
Stomp the Yard,2007,101,3.2245
Stuck,2007,104,1.8035
Sunshine,2007,95,4.2752
Super High Me,2007,112,2.8836
Superbad,2007,114,2.0788
Superman/Doomsday,2007,95,3.4195
Surf's Up,2007,95,2.3323
Sweeney Todd: The Demon Barber of Fleet Street,2007,94,4.0563
Sydney White,2007,98,4.2494
Taxi 4,2007,93,4.184
Taxi to the Dark Side,2007,104,3.8899
Teeth,2007,102,3.6245
The Jane Austen Book Club,2007,95,1.7497
There Will Be Blood,2007,112,2.3852
Tin Man,2007,118,2.3705
Tom and Jerry: A Nutcracker Tale,2007,104,4.0282
Transformers,2007,103,4.0449
Trick 'r Treat,2007,115,3.1539
Tyler Perry's Daddy's Little Girls,2007,90,2.4511
Vacancy,2007,112,4.6411
Waitress,2007,117,2.7972
Walk Hard: The Dewey Cox Story,2007,101,1.7281
War Dance,2007,103,4.1944
Watching the Detectives,2007,118,1.7246
We Own the Night,2007,100,3.2156
Weirdsville,2007,96,2.0564
What Love Is,2007,90,2.7918
Wild Hogs,2007,104,4.6346
Wrong Turn 2: Dead End,2007,100,4.151
Youth Without Youth,2007,111,3.5275
Zeitgeist: The Movie,2007,94,3.6916
Zodiac,2007,100,4.5483
27 Dresses,2008,111,3.622
Alone in the Dark II,2008,116,2.9606
Anaconda: The Offspring,2008,101,3.1573
Another Cinderella Story,2008,111,3.4245
Anvil! The Story of Anvil,2008,115,3.0504
Appaloosa,2008,91,2.3525
Assassination of a High School President,2008,92,2.7913
Australia,2008,95,4.3481
Baby Mama,2008,116,4.3422
Babylon A.D.,2008,106,1.9892
Bangkok Dangerous,2008,99,3.6283
Bart Got a Room,2008,97,2.4162
Batman: Gotham Knight,2008,98,1.982
Battle Planet,2008,114,3.5225
Be Kind Rewind,2008,97,1.8627
Beautiful Losers,2008,105,3.9658
Bedtime Stories,2008,102,3.9402
Berlin Calling,2008,117,3.1815
Between the Folds,2008,97,2.0133
Beverly Hills Chihuahua,2008,99,3.1408
Bill Burr: Why Do I Do This?,2008,117,3.3496
Blindness,2008,96,2.5524
Body of Lies,2008,106,4.186
Bolt,2008,101,4.324
Burn After Reading,2008,105,3.8198
BURN-E,2008,101,4.5383
Camp Rock,2008,109,2.3015
Changeling,2008,111,3.0406
Che: Part One,2008,101,3.4734
Che: Part Two,2008,91,2.1653
Choke,2008,110,2.4669
City of Ember,2008,100,2.2524
Cloverfield,2008,111,1.9837
College Road Trip,2008,94,2.7886
Dance of the Dead,2008,100,3.3459
Dead Fury,2008,110,2.4917
Dear Zachary: A Letter to a Son About His Father,2008,106,3.9808
Death Race,2008,94,4.6144
Defiance,2008,116,2.5069
Disaster Movie,2008,107,3.5937
Disgrace,2008,102,2.8956
Doctor Who: The Next Doctor,2008,112,3.9967
Doomsday,2008,117,4.063
Doubt,2008,102,4.3999
Dr. Horrible's Sing-Along Blog,2008,106,2.2565
Drillbit Taylor,2008,92,4.6351
Eagle Eye,2008,109,4.7007
Eden Lake,2008,90,3.7019
Einstein and Eddington,2008,109,4.1634
Encounters at the End of the World,2008,118,2.9151
Expelled: No Intelligence Allowed,2008,106,4.6163
Felon,2008,91,3.3424
Fire and Ice,2008,100,2.9769
Fireproof,2008,113,4.6715
First Sunday,2008,93,2.835
Fool's Gold,2008,93,2.5072
Forgetting Sarah Marshall,2008,103,2.4638
Four Christmases,2008,93,3.2245
Front of the Class,2008,89,2.5064
Frost/Nixon,2008,102,4.6864
Frozen River,2008,97,3.3703
Futurama: Bender's Game,2008,110,4.4933
Futurama: The Beast with a Billion Backs,2008,111,3.309
George Carlin: It's Bad for Ya!,2008,107,2.5185
Get Smart,2008,103,4.0207
Ghost in the Shell 2.0,2008,103,1.7555
Ghost Town,2008,108,1.8325
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,93,4.2624
Gran Torino,2008,94,3.5403
Hamlet 2,2008,117,3.4373
Hancock,2008,114,3.265
Happy-Go-Lucky,2008,116,4.254
Harold & Kumar Escape from Guantanamo Bay,2008,89,1.7187
Hell Ride,2008,99,2.1554
Hellboy II: The Golden Army,2008,95,4.7063
Henry Poole is Here,2008,102,1.8986
Horton Hears a Who!,2008,98,3.1959
How to Lose Friends & Alienate People,2008,98,2.9452
Hunger,2008,103,4.4303
I Sell the Dead,2008,107,3.9829
Idiots and Angels,2008,108,4.5243
Igor,2008,92,4.2726
In Bruges,2008,91,2.6692
In the Name of the King: A Dungeon Siege Tale,2008,102,2.8737
